INCIDENT_NUMBER,SHOOTING_TYPE,INCIDENT_DATE,INCIDENT_YEAR,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE,ObjectId
1000249,5,2014/06/08 13:33:00+00,2014,ROSECRANS AVENUE AND VALLEY VIEW BOULEVARD,LA MIRADA,CA,90638,469,"ROSECRANS AVENUE AND VALLEY VIEW BOULEVARD
LA MIRADA, CA 90638
(33.90252599528421, -118.02911500190379)",COM,COMPTON STN,,,,,1,,33.90252599528421,-118.029115001903792,207
1000024,3,2010/05/20 05:45:00+00,2010,10600 DALEROSE AVENUE,LENNOX,CA,90304,380,"10600 DALEROSE AVENUE
LENNOX, CA 90304
(33.93983, -118.360219)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.93983,-118.360219,208
1001543,1,2018/06/28 08:41:00+00,2018,2600 ROSEMEAD BLVD,SOUTH EL MONTE,CA,91733,560,"2600 ROSEMEAD BLVD
SOUTH EL MONTE, CA 91733
(34.062731, -118.065439)",TEM,TEMPLE CITY STN,1,,,,,,34.062731,-118.065439,209
1001361,5,2018/01/02 08:55:00+00,2018,700 NORTH ROSE AVENUE,COMPTON,CA,90220,2822,"700 NORTH ROSE AVENUE
COMPTON, CA 90220
(33.903334, -118.219437)",COM,COMPTON STN,,,,,1,,33.903334,-118.219437,210
1000468,1,2013/11/01 03:03:00+00,2013,7400 JACKSON STREET,PARAMOUNT,CA,90723,1368,"7400 JACKSON STREET
PARAMOUNT, CA 90723
(33.885488, -118.169069)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.885488,-118.169069,211
1001826,5,2019/08/08 03:00:00+00,2019,1900 S. BREA CANYON RD,DIAMOND BAR,CA,91765,,"1900 S. BREA CANYON RD
DIAMOND BAR, CA 91765
(33.98441, -117.845107)",WAL,WALNUT/SAN DIMAS STN,,,,,1,,33.98441,-117.845107,212
1000356,1,2011/07/21 21:50:00+00,2011,7300 SALT LAKE AVENUE,BELL GARDENS,CA,90201,261,"7300 SALT LAKE AVENUE
BELL GARDENS, CA 90201
(33.970632, -118.201978)",ELA,EAST LA STN,1,,,,,,33.970632,-118.201978,213
1000548,3,2015/09/23 06:00:00+00,2015,5000 E. 4TH STREET,LOS ANGELES,CA,90022,3602,"5000 E. 4TH STREET
LOS ANGELES, CA 90022
(34.030234, -118.158404)",NAR,NARCOTICS BUREAU,,,1,,,,34.030234,-118.158404,214
1001549,2,2018/08/17 23:15:00+00,2018,900 THORSON AVENUE,COMPTON,CA,90221,2826,"900 THORSON AVENUE
COMPTON, CA 90221
(33.888762, -118.199638)",COM,COMPTON STN,,1,,,,,33.888762,-118.199638,215
1000124,3,2013/04/12 21:45:00+00,2013,5400 OLIVA AVENUE,LAKEWOOD,CA,90712,1320,"5400 OLIVA AVENUE
LAKEWOOD, CA 90712
(33.855115, -118.144421)",LKD,LAKEWOOD STN,,,1,,,,33.855115,-118.144421,216
1000179,3,2015/05/19 06:25:00+00,2015,1400 W. 55TH STREET,LOS ANGELES,CA,90062,2842,"1400 W. 55TH STREET
LOS ANGELES, CA 90062
(33.992337, -118.300189)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.992337,-118.300189,217
1000183,3,2014/10/27 12:46:00+00,2014,36400 COLCORD AVENUE,LITTLEROCK,CA,93543,2663,"36400 COLCORD AVENUE
LITTLEROCK, CA 93543
(34.542934, -117.970212)",PLM,PALMDALE STN,,,1,,,,34.542934,-117.970212,218
1000031,3,2010/07/17 15:40:00+00,2010,17200 TWYLA JANE LANE,RIVERSIDE,CA,92504,399,"17200 TWYLA JANE LANE
RIVERSIDE, CA 92504
(33.843461, -117.360648)",MCB,MAJOR CRIMES BUREAU,,,1,,,,33.843461,-117.360648,219
1000042,3,2010/10/21 11:20:00+00,2010,15300 S. BUTLER AVENUE,COMPTON,CA,90221,2852,"15300 S. BUTLER AVENUE
COMPTON, CA 90221
(33.894307, -118.197303)",COM,COMPTON STN,,,1,,,,33.894307,-118.197303,220
1000678,1,2016/01/12 17:45:00+00,2016,1100 WEST AVENUE,LANCASTER,CA,93534,1121,"1100 WEST AVENUE
LANCASTER, CA 93534
(34.715187, -118.149901)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.715187,-118.149901,221
1000123,3,2013/04/06 22:45:00+00,2013,800 W. 104TH STREET,LOS ANGELES,CA,90044,399,"800 W. 104TH STREET
LOS ANGELES, CA 90044
(33.942325, -118.28958)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.942325,-118.28958,222
1000177,3,2014/08/06 06:05:00+00,2014,12300 224TH STREET,HAWAIIAN GARDENS,CA,90716,1351,"12300 224TH STREET
HAWAIIAN GARDENS, CA 90716
(33.825483, -118.069783)",LKD,LAKEWOOD STN,,,1,,,,33.825483,-118.069783,223
1000163,4,2010/06/14 13:10:00+00,2010,32100 CASTAIC LAKE DRIVE,CASTAIC,CA,91384,691,"32100 CASTAIC LAKE DRIVE
CASTAIC, CA 91384
(34.501992937481745, -118.61666762782362)",PKB,PARKS BUREAU,,,,1,,,34.501992937481748,-118.616667627823621,224
1001016,5,2017/02/09 04:00:00+00,2017,200 WEST TEMPLE STREET,LOS ANGELES,CA,90012,2015,"200 WEST TEMPLE STREET
LOS ANGELES, CA 90012
(34.055489, -118.242085)",SIB,SHERIFF INFORMATION BUREAU,,,,,1,,34.055489,-118.242085,225
1001481,5,2018/05/01 13:37:00+00,2018,300 S. WILLOWBROOK AVE.,COMPTON,CA,90220,2835,"300 S. WILLOWBROOK AVE.
COMPTON, CA 90220
(33.895927, -118.224356)",COM,COMPTON STN,,,,,1,,33.895927,-118.224356,226
1000210,5,2012/05/11 10:50:00+00,2012,600 N. WHITNALL HIGHWAY,BURBANK,CA,91505,399,"600 N. WHITNALL HIGHWAY
BURBANK, CA 91505
(34.162008, -118.341583)",SLA,SOUTH LOS ANGELES STATION,,,,,1,,34.162008,-118.341583,227
1000120,3,2011/06/03 08:27:00+00,2011,300 E. AVENUE P-3,PALMDALE,CA,93550,2619,"300 E. AVENUE P-3
PALMDALE, CA 93550
(34.601720091443305, -118.12532553680958)",PLM,PALMDALE STN,,,1,,,,34.601720091443302,-118.12532553680958,228
1000275,5,2015/03/16 22:36:00+00,2015,700 N. ROSE AVENUE,COMPTON,CA,90221,2824,"700 N. ROSE AVENUE
COMPTON, CA 90221
(33.90077, -118.219242)",COM,COMPTON STN,,,,,1,,33.90077,-118.219242,229
1000231,5,2013/08/04 21:20:00+00,2013,300 S. WILLOWBROOK AVENUE,COMPTON,CA,90220,2811,"300 S. WILLOWBROOK AVENUE
COMPTON, CA 90220
(33.894766, -118.223992)",COM,COMPTON STN,,,,,1,,33.894766,-118.223992,230
1002128,3,2021/03/24 19:35:00+00,2021,46000 20TH STREET EAST,LANCASTER,CA,93535,2607,"46000 20TH STREET EAST
LANCASTER, CA 93535
(34.719946, -118.095014)",LCS,LANCASTER STN,,,1,,,,34.719946,-118.095014,231
1001710,1,2019/06/06 12:28:00+00,2019,2000 BRIGHTON STREET,SAN GABRIEL,CA,91776,3199,"2000 BRIGHTON STREET
SAN GABRIEL, CA 91776
(34.072995, -118.098158)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,34.072995,-118.098158,232
1000523,1,2015/05/05 12:43:00+00,2015,10400 ENLOE STREET,EL MONTE,CA,91733,560,"10400 ENLOE STREET
EL MONTE, CA 91733
(34.053666, -118.045247)",TEM,TEMPLE CITY STN,1,,,,,,34.053666,-118.045247,233
1002014,1,2020/10/06 12:40:00+00,2020,7300 ROSECRANS AVENUE,PARAMOUNT,CA,90723,1364,"7300 ROSECRANS AVENUE
PARAMOUNT, CA 90723
(33.903584, -118.170212)",LKD,LAKEWOOD STN,1,,,,,,33.903584,-118.170212,234
1000201,5,2011/03/24 02:30:00+00,2011,MAGDA COURT AND CHESEBORO ROAD,PALMDALE,CA,93552,2685,"MAGDA COURT AND CHESEBORO ROAD
PALMDALE, CA 93552
(34.530931981696426, -118.02766800374458)",PLM,PALMDALE STN,,,,,1,,34.530931981696427,-118.027668003744585,235
1000801,5,2016/06/29 08:30:00+00,2016,300 S. PICKERING WAY,MONTEBELLO,CA,90640,299,"300 S. PICKERING WAY
MONTEBELLO, CA 90640
(34.009429, -118.124302)",COP,COPS BUREAU,,,,,1,,34.009429,-118.124302,236
1001647,5,2018/12/11 15:22:00+00,2018,200 S. WALNUT AVE,SAN DIMAS,CA,91773,,"200 S. WALNUT AVE
SAN DIMAS, CA 91773
(34.104838, -117.802783)",SDM,SAN DIMAS STN,,,,,1,,34.104838,-117.802783,237
1000237,5,2013/11/19 19:30:00+00,2013,5300 N. STARDUST ROAD,LACANADA FLINTRIDGE,CA,91011,1261,"5300 N. STARDUST ROAD
LACANADA FLINTRIDGE, CA 91011
(34.205587, -118.17937)",CVS,CRESCENTA VALLEY STATION,,,,,1,,34.205587,-118.17937,238
1000442,1,2013/05/22 11:40:00+00,2013,5800 ALOTT AVENUE,VAN NUYS,CA,91401,3199,"5800 ALOTT AVENUE
VAN NUYS, CA 91401
(34.175726, -118.427941)",MCB,MAJOR CRIMES BUREAU,1,,,,,,34.175726,-118.427941,239
1000386,1,2012/02/26 19:34:00+00,2012,16900 CEDARWOOD COURT,CERRITOS,CA,90703,1348,"16900 CEDARWOOD COURT
CERRITOS, CA 90703
(33.877673, -118.067065)",LKD,LAKEWOOD STN,1,,,,,,33.877673,-118.067065,240
1000255,5,2014/09/04 10:59:00+00,2014,800 MAPLE AVENUE,TORRANCE,CA,90503,4490,"800 MAPLE AVENUE
TORRANCE, CA 90503
(33.839259, -118.340066)",COP,COPS BUREAU,,,,,1,,33.839259,-118.340066,241
1000718,3,2016/04/27 04:30:00+00,2016,37800 LASKER AVENUE,PALMDALE,CA,93550,,"37800 LASKER AVENUE
PALMDALE, CA 93550
(34.569492, -118.102698)",SEB,SPECIAL ENFORCEMENT BUR,,,1,,,,34.569492,-118.102698,242
1000136,3,2013/08/17 04:50:00+00,2013,6000 CANYONSIDE ROAD,LA CRENSCENTA,CA,91214,1285,"6000 CANYONSIDE ROAD
LA CRENSCENTA, CA 91214
(34.244229, -118.224061)",CVS,CRESCENTA VALLEY STATION,,,1,,,,34.244229,-118.224061,243
1000342,1,2011/02/26 03:53:00+00,2011,4500 EAST THIRD STREET,LOS ANGELES,CA,90063,283,"4500 EAST THIRD STREET
LOS ANGELES, CA 90063
(34.03324, -118.169147)",ELA,EAST LA STN,1,,,,,,34.03324,-118.169147,244
1000059,3,2011/06/14 17:45:00+00,2011,9800 GIOVANE STREET,EL MONTE,CA,91733,560,"9800 GIOVANE STREET
EL MONTE, CA 91733
(34.061384, -118.055463)",TEM,TEMPLE CITY STN,,,1,,,,34.061384,-118.055463,245
1000497,1,2014/08/26 13:04:00+00,2014,12200 SANTA FE AVENUE,COMPTON,CA,90222,2116,"12200 SANTA FE AVENUE
COMPTON, CA 90222
(33.916817, -118.217536)",CEN,CENTURY STN,1,,,,,,33.916817,-118.217536,246
1000378,2,2012/01/28 08:26:00+00,2012,10800 DALEROSE AVENUE,LENNOX,CA,90304,382,"10800 DALEROSE AVENUE
LENNOX, CA 90304
(33.937831, -118.360227)",SLA,SOUTH LOS ANGELES STATION,,1,,,,,33.937831,-118.360227,247
1000445,1,2013/05/11 22:02:00+00,2013,4100 WALNUT STREET,CUDAHY,CA,90201,261,"4100 WALNUT STREET
CUDAHY, CA 90201
(33.969949, -118.195354)",ELA,EAST LA STN,1,,,,,,33.969949,-118.195354,248
1000345,1,2011/03/10 20:35:00+00,2011,3300 FAIRMAN ST,LAKEWOOD,CA,90723,1323,"3300 FAIRMAN ST
LAKEWOOD, CA 90723
(33.841764, -118.153149)",LKD,LAKEWOOD STN,1,,,,,,33.841764,-118.153149,249
1000435,1,2013/04/20 20:30:00+00,2013,9600 ATLANTIC AVENUE,SOUTH GATE,CA,90280,2199,"9600 ATLANTIC AVENUE
SOUTH GATE, CA 90280
(33.944978, -118.180758)",CEN,CENTURY STN,1,,,,,,33.944978,-118.180758,250
1002194,2,2021/11/12 19:23:00+00,2021,10600 SOLEDAD CANYON ROAD,SANTA CLARITA,CA,91390,627,"10600 SOLEDAD CANYON ROAD
SANTA CLARITA, CA 91390
(34.44694, -118.27896)",SCV,SANTA CLARITA VALLEY STN,,1,,,,,34.44694,-118.27896,251
1001788,2,2019/10/24 07:00:00+00,2019,11500 DONA TERESA DRIVE,STIUDIO CITY,CA,91604,999,"11500 DONA TERESA DRIVE
STIUDIO CITY, CA 91604
(34.131119, -118.385673)",WHD,WEST HOLLYWOOD STN,,1,,,,,34.131119,-118.385673,252
1000684,1,2016/02/14 03:50:00+00,2016,4800 WHITTIER BOULEVARD,LOS ANGELES,CA,90022,294,"4800 WHITTIER BOULEVARD
LOS ANGELES, CA 90022
(34.02154, -118.1636)",ELA,EAST LA STN,1,,,,,,34.02154,-118.1636,253
1001967,5,2020/02/11 23:00:00+00,2020,18400 BLACKHAWK STREET,NORTHRIDGE,CA,91326,3199,"18400 BLACKHAWK STREET
NORTHRIDGE, CA 91326
(34.258266, -118.53495)",TSB,TRANSIT SERVICES BUREAU,,,,,1,,34.258266,-118.53495,254
1000106,3,2012/11/01 19:37:00+00,2012,1400 W. BENNETT STREET,COMPTON,CA,90220,2836,"1400 W. BENNETT STREET
COMPTON, CA 90220
(33.880979, -118.243942)",COM,COMPTON STN,,,1,,,,33.880979,-118.243942,255
1000257,5,2014/09/19 22:00:00+00,2014,4800 ELIZABETH STREET,CUDAHY,CA,90201,262,"4800 ELIZABETH STREET
CUDAHY, CA 90201
(33.962868, -118.182939)",ELA,EAST LA STN,,,,,1,,33.962868,-118.182939,256
1000653,1,2015/10/16 01:18:00+00,2015,800 ASHCOMB DRIVE,LA PUENTE,CA,91744,1441,"800 ASHCOMB DRIVE
LA PUENTE, CA 91744
(34.032124, -117.916579)",IND,INDUSTRY STN,1,,,,,,34.032124,-117.916579,257
1001968,5,2020/03/31 20:52:00+00,2020,9300 HIGHDALE STREET,BELLFLOWER,CA,90706,1332,"9300 HIGHDALE STREET
BELLFLOWER, CA 90706
(33.893389, -118.134033)",LKD,LAKEWOOD STN,,,,,1,,33.893389,-118.134033,258
1000180,3,2010/08/18 10:30:00+00,2010,17700 VALEPORT AVENUE,LAKE LOS ANGELES,CA,93535,1197,"17700 VALEPORT AVENUE
LAKE LOS ANGELES, CA 93535
(34.624833, -117.814855)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.624833,-117.814855,259
1000369,1,2011/12/16 03:34:00+00,2011,14500 EAST VALLEY BLVD,LA PUENTE,CA,91746,1463,"14500 EAST VALLEY BLVD
LA PUENTE, CA 91746
(34.035250538345565, -117.97699300116035)",IDT,INDUSTRY STN,1,,,,,,34.035250538345564,-117.976993001160347,260
1002068,5,2021/01/13 02:20:00+00,2021,GARDENDALE STREET/INDUSTRIAL AVENUE,SOUTH GATE,CA,90280,8655,"GARDENDALE STREET/INDUSTRIAL AVENUE
SOUTH GATE, CA 90280
(33.921095, -118.165057)",CSB,COUNTY SERVICES BUREAU,,,,,1,,33.921095,-118.165057,261
1000379,1,2012/01/21 23:03:00+00,2012,44200 W. 10TH STREET,LANCASTER,CA,93534,1126,"44200 W. 10TH STREET
LANCASTER, CA 93534
(34.685839, -118.147972)",LCS,LANCASTER STN,1,,,,,,34.685839,-118.147972,262
1000078,3,2012/02/28 07:10:00+00,2012,300 N. EASTMAN AVENUE,LOS ANGELES,CA,90063,276,"300 N. EASTMAN AVENUE
LOS ANGELES, CA 90063
(34.039383, -118.185829)",ELA,EAST LA STN,,,1,,,,34.039383,-118.185829,263
1001970,5,2020/06/30 04:30:00+00,2020,11100 LOUISE AVE,LYNWOOD,CA,90262,2115,"11100 LOUISE AVE
LYNWOOD, CA 90262
(33.925165, -118.180588)",CEN,CENTURY STN,,,,,1,,33.925165,-118.180588,264
1002073,5,2021/03/03 14:46:00+00,2021,400 BAUCHET STREET,LOS ANGELES,CA,90012,5120,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.059233, -118.23112)",IRC,INMATE RECEPTION CENTER,,,,,1,,34.059233,-118.23112,265
1001424,3,2018/03/20 06:25:00+00,2018,3700 EAST HUNGERFORD STREET,LONG BEACH,CA,90805,3613,"3700 EAST HUNGERFORD STREET
LONG BEACH, CA 90805
(33.863532, -118.150911)",LKD,LAKEWOOD STN,,,1,,,,33.863532,-118.150911,266
1000034,3,2010/08/14 19:38:00+00,2010,500 W. CYPRESS STREET,COMPTON,CA,90220,2835,"500 W. CYPRESS STREET
COMPTON, CA 90220
(33.889749, -118.23112)",COM,COMPTON STN,,,1,,,,33.889749,-118.23112,267
1002196,1,2021/12/18 19:46:00+00,2021,"9500 RAVILLER DRIVE, DOWNEY, CA 90240",DOWNEY,CA,90240,454,"9500 RAVILLER DRIVE, DOWNEY, CA 90240
DOWNEY, CA 90240
(33.94706, -118.10317)",NWK,NORWALK REGIONAL STN,1,,,,,,33.94706,-118.10317,268
1000232,5,2013/08/08 04:30:00+00,2013,400 BAUCHET STREET,LOS ANGELES,CA,90012,808,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",CST,COURT SERVICES TRANSPORTATION,,,,,1,,34.058657,-118.233016,269
1000293,1,2010/03/24 00:14:00+00,2010,3900 DOBINSON STREET,LOS ANGELES,CA,90063,272,"3900 DOBINSON STREET
LOS ANGELES, CA 90063
(34.048984, -118.18256)",ELA,EAST LA STN,1,,,,,,34.048984,-118.18256,270
1000387,1,2012/03/04 00:27:00+00,2012,100 144TH STREET AND CENTRAL AVENUE,COMPTON,CA,90220,2199,"100 144TH STREET AND CENTRAL AVENUE
COMPTON, CA 90220
(33.901696, -118.253296)",CEN,CENTURY STN,1,,,,,,33.901696,-118.253296,271
1000108,3,2012/11/17 11:02:00+00,2012,13500 RAMSEY DRIVE,LA MIRADA,CA,90638,469,"13500 RAMSEY DRIVE
LA MIRADA, CA 90638
(33.908718, -118.037382)",NWK,NORWALK REGIONAL STN,,,1,,,,33.908718,-118.037382,272
1000400,1,2012/05/12 13:25:00+00,2012,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,1462,"HUDSON AVENUE AND STAFFORD AVENUE
CITY OF INDUSTRY, CA 91744
(34.025035988601715, -117.95933102562562)",IDT,INDUSTRY STN,1,,,,,,34.025035988601714,-117.959331025625619,273
1000380,2,2012/02/03 19:10:00+00,2012,100 EAST CEDAR STREET,COMPTON,CA,90220,2822,"100 EAST CEDAR STREET
COMPTON, CA 90220
(33.901344, -118.224241)",COM,COMPTON STN,,1,,,,,33.901344,-118.224241,274
1001644,1,2019/02/17 18:10:00+00,2019,500 WEST MILLING STREET,LANCASTER,CA,93534,1122,"500 WEST MILLING STREET
LANCASTER, CA 93534
(34.696565, -118.136651)",LCS,LANCASTER STN,1,,,,,,34.696565,-118.136651,275
1000315,2,2010/10/03 01:13:00+00,2010,8200 SANTA MONICA BOULEVARD,WEST HOLLYWOOD,CA,90046,975,"8200 SANTA MONICA BOULEVARD
WEST HOLLYWOOD, CA 90046
(34.09075, -118.367162)",WHD,WEST HOLLYWOOD STN,,1,,,,,34.09075,-118.367162,276
1000447,1,2013/06/22 21:44:00+00,2013,15600 LOUKELTON STREET,LA PUENTE,CA,91744,1432,"15600 LOUKELTON STREET
LA PUENTE, CA 91744
(34.034448, -117.94669)",IDT,INDUSTRY STN,1,,,,,,34.034448,-117.94669,277
1000081,3,2011/02/10 09:20:00+00,2011,2300 W. ALONDRA BOULEVARD,COMPTON,CA,90220,2031,"2300 W. ALONDRA BOULEVARD
COMPTON, CA 90220
(33.887153, -118.252869)",COM,COMPTON STN,,,1,,,,33.887153,-118.252869,278
1000682,3,2016/02/15 16:00:00+00,2016,43300 11TH STREET EAST,LANCASTER,CA,93535,1137,"43300 11TH STREET EAST
LANCASTER, CA 93535
(34.669647, -118.110315)",LCS,LANCASTER STN,,,1,,,,34.669647,-118.110315,279
1000650,2,2015/09/24 14:45:00+00,2015,10100 FOSTER ROAD,BELLFLOWER,CA,90706,1331,"10100 FOSTER ROAD
BELLFLOWER, CA 90706
(33.909787, -118.115353)",OSS,OPERATION SAFE STREETS BUREAU,,1,,,,,33.909787,-118.115353,280
1000573,5,2015/07/28 22:10:00+00,2015,200 SUMMER AVENUE,AVALON,CA,90704,1811,"200 SUMMER AVENUE
AVALON, CA 90704
(33.34286192223441, -118.32684440561023)",AVA,AVALON STN,,,,,1,,33.342861922234416,-118.326844405610235,281
1000135,3,2013/08/12 11:54:00+00,2013,38500 MALBY AVENUE,PALMDALE,CA,93550,2663,"38500 MALBY AVENUE
PALMDALE, CA 93550
(34.583381, -118.090535)",PLM,PALMDALE STN,,,1,,,,34.583381,-118.090535,282
1000171,3,2010/10/01 12:47:00+00,2010,43200 18TH STREET W.,LANCASTER,CA,93534,1126,"43200 18TH STREET W.
LANCASTER, CA 93534
(34.66809, -118.163453)",LCS,LANCASTER STN,,,1,,,,34.66809,-118.163453,283
1000448,1,2013/06/27 05:44:00+00,2013,1100 WEST ARBUTUS STREET,COMPTON,CA,90220,2811,"1100 WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899185, -118.243131)",COM,COMPTON STN,1,,,,,,33.899185,-118.243131,284
1000588,5,2015/10/21 23:00:00+00,2015,2100 S. ATLANTIC BOULEVARD,COMMERCE,CA,90040,243,"2100 S. ATLANTIC BOULEVARD
COMMERCE, CA 90040
(34.005956, -118.163369)",ELA,EAST LA STN,,,,,1,,34.005956,-118.163369,285
1001385,5,2018/01/23 07:05:00+00,2018,MIKIUNI AVENUE / NORDHOFF WAY,NORTHRIDGE,CA,91324,3609,"MIKIUNI AVENUE / NORDHOFF WAY
NORTHRIDGE, CA 91324
(34.231875, -118.571005)",NAR,NARCOTICS BUREAU,,,,,1,,34.231875,-118.571005,286
1000415,2,2012/09/02 08:55:00+00,2012,1600 DURFEE AVENUE,SOUTH EL MONTE,CA,91733,562,"1600 DURFEE AVENUE
SOUTH EL MONTE, CA 91733
(34.040611, -118.03605)",TEM,TEMPLE CITY STN,,1,,,,,34.040611,-118.03605,287
1001202,5,2017/08/04 23:30:00+00,2017,1600 EAST 220TH STREET,CARSON,CA,90248,1620,"1600 EAST 220TH STREET
CARSON, CA 90248
(33.827838, -118.243633)",CSN,CARSON STN,,,,,1,,33.827838,-118.243633,288
1001017,5,2017/02/08 13:02:00+00,2017,1300 WEST IMPERIAL HIGHWAY,LOS ANGELES,CA,90044,378,"1300 WEST IMPERIAL HIGHWAY
LOS ANGELES, CA 90044
(33.930881, -118.298488)",SLA,SOUTH LOS ANGELES STATION,,,,,1,,33.930881,-118.298488,289
1000074,3,2012/02/01 17:46:00+00,2012,41800 MONTALLEGRO STREET,LANCASTER,CA,93536,2699,"41800 MONTALLEGRO STREET
LANCASTER, CA 93536
(34.642155, -118.20919)",PLM,PALMDALE STN,,,1,,,,34.642155,-118.20919,290
1000460,1,2013/09/25 14:50:00+00,2013,1700 BURNSIDE AVENUE,LOS ANGELES,CA,90019,3499,"1700 BURNSIDE AVENUE
LOS ANGELES, CA 90019
(34.043173, -118.356797)",MCB,MAJOR CRIMES BUREAU,1,,,,,,34.043173,-118.356797,291
1000155,3,2015/01/17 08:07:00+00,2015,1000 S. EASTMAN AVENUE,LOS ANGELES,CA,90023,276,"1000 S. EASTMAN AVENUE
LOS ANGELES, CA 90023
(34.022569, -118.186221)",SEB,SPECIAL ENFORCEMENT BUR,,,1,,,,34.022569,-118.186221,292
1001649,3,2018/08/23 17:50:00+00,2018,15500 ARROW HWY (SANTE FE DAM),IRWINDALE,CA,91706,,"15500 ARROW HWY (SANTE FE DAM)
IRWINDALE, CA 91706
(34.11601, -117.95452)",PKB,PARKS BUREAU,,,1,,,,34.11601,-117.95452,293
1000260,5,2014/10/02 05:00:00+00,2014,400 CENTER STREET,LOS ANGELES,CA,90012,6892,"400 CENTER STREET
LOS ANGELES, CA 90012
(34.051373, -118.231505)",TSB,TRANSIT SERVICES BUREAU,,,,,1,,34.051373,-118.231505,294
1000295,1,2010/04/13 21:10:00+00,2010,900 S. KERN AVENUE,EAST LOS ANGELES,CA,90022,284,"900 S. KERN AVENUE
EAST LOS ANGELES, CA 90022
(34.021752, -118.165857)",ELA,EAST LA STN,1,,,,,,34.021752,-118.165857,295
1001301,5,2017/09/26 12:45:00+00,2017,29300 THE OLD ROAD,CASTAIC,CA,91384,5640,"29300 THE OLD ROAD
CASTAIC, CA 91384
(34.449627, -118.613853)",NCF,NORTH CO. CORRECTL FAC,,,,,1,,34.449627,-118.613853,296
1000805,3,2016/07/19 17:35:00+00,2016,1600 EAST 85TH STREET,LOS ANGELES,CA,90001,2174,"1600 EAST 85TH STREET
LOS ANGELES, CA 90001
(33.961215, -118.244434)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.961215,-118.244434,297
1000411,1,2012/08/03 18:00:00+00,2012,38500 LARKIN AVENUE,PALMDALE,CA,93550,2611,"38500 LARKIN AVENUE
PALMDALE, CA 93550
(34.582596, -118.121879)",PLM,PALMDALE STN,1,,,,,,34.582596,-118.121879,298
1000189,5,2010/03/17 11:00:00+00,2010,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",CSC,COURT SERVICES CENTRAL,,,,,1,,34.058657,-118.233016,299
1000178,3,2014/12/05 11:48:00+00,2014,500 RICHBURN AVENUE,LA PUENTE,CA,91744,1443,"500 RICHBURN AVENUE
LA PUENTE, CA 91744
(34.008438, -117.89441)",IDT,INDUSTRY STN,,,1,,,,34.008438,-117.89441,300
1000207,5,2012/02/06 21:10:00+00,2012,500 W. LANCASTER BOULEVARD,LANCASTER,CA,93534,1124,"500 W. LANCASTER BOULEVARD
LANCASTER, CA 93534
(34.698335, -118.136932)",LCS,LANCASTER STN,,,,,1,,34.698335,-118.136932,301
1002289,2,2022/05/14 04:30:00+00,2022,N/B 5 FREEWAY NEAR SLAUSON AVENUE EXIT,COMMERCE,CA,90040,5140,"N/B 5 FREEWAY NEAR SLAUSON AVENUE EXIT
COMMERCE, CA 90040
(33.973235, -118.123679)",IRC,INMATE RECEPTION CENTER,,1,,,,,33.973235,-118.123679,302
1001102,3,2017/04/18 14:00:00+00,2017,WHITES LANDING ROAD AND AIRPORT ROAD,AVALON,CA,90704,1871,"WHITES LANDING ROAD AND AIRPORT ROAD
AVALON, CA 90704
(33.3944721, -118.3697967)",AVA,AVALON STN,,,1,,,,33.3944721,-118.3697967,303
1000185,3,2014/12/19 22:30:00+00,2014,3500 BURTON AVENUE,LYNWOOD,CA,90262,2899,"3500 BURTON AVENUE
LYNWOOD, CA 90262
(33.915884, -118.208752)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.915884,-118.208752,304
1001076,1,2017/03/07 23:05:00+00,2017,5000 WEST SLAUSON AVENUE,LOS ANGELES,CA,90056,2767,"5000 WEST SLAUSON AVENUE
LOS ANGELES, CA 90056
(33.987686, -118.36568)",MAR,MARINA DEL REY STN,1,,,,,,33.987686,-118.36568,305
1001790,1,2019/11/25 15:48:00+00,2019,4700 EAST WHITTIER BLVD,LOS ANGELES,CA,90022,294,"4700 EAST WHITTIER BLVD
LOS ANGELES, CA 90022
(34.02248, -118.166973)",ELA,EAST LA STN,1,,,,,,34.02248,-118.166973,306
